meteorite_name,id,recclass,mass (g),fall,year,reclat,reclong,geometry,continent,country
Frontier Mountain 90236,10624,H5,165.7,Found,1990,-72.95645,160.44392,POINT (160.44392 -72.95645),Antarctica,Antarctica
Frontier Mountain 90237,10625,H5,2.69,Found,1990,-72.95472,160.44444,POINT (160.44444 -72.95472),Antarctica,Antarctica
Frontier Mountain 90238,10626,H5,17.41,Found,1990,-72.95506,160.43796,POINT (160.43796 -72.95506),Antarctica,Antarctica
Frontier Mountain 90239,10627,H6,15.39,Found,1990,-72.95489,160.44775,POINT (160.44775 -72.95489),Antarctica,Antarctica
Frontier Mountain 90240,10628,L6,1.05,Found,1990,-72.95489,160.44408,POINT (160.44408 -72.95489),Antarctica,Antarctica
Frontier Mountain 90241,10629,L6/7,2.29,Found,1990,-72.95564,160.44178,POINT (160.44178 -72.95564),Antarctica,Antarctica
Frontier Mountain 90243,10631,H6,4.93,Found,1990,-72.95547,160.44056,POINT (160.44056 -72.95547),Antarctica,Antarctica
Frontier Mountain 93001,10632,Acapulcoite/Lodranite,4.86,Found,1993,-72.95556,160.49139,POINT (160.49139 -72.95556),Antarctica,Antarctica
Frontier Mountain 93002,10633,H6,665.2,Found,1993,-72.96806,160.42306,POINT (160.42306 -72.96806),Antarctica,Antarctica
Frontier Mountain 93003,10634,L6,65.25,Found,1993,-72.95583,160.46694,POINT (160.46694 -72.95583),Antarctica,Antarctica
Frontier Mountain 93004,10635,H5,2.38,Found,1993,-72.95278,160.52694,POINT (160.52694 -72.95278),Antarctica,Antarctica
Frontier Mountain 93005,10636,L5,1665.4,Found,1993,-72.96972,160.43778,POINT (160.43778 -72.96972),Antarctica,Antarctica
Frontier Mountain 93006,10637,H5/6,60.33,Found,1993,-72.97139,160.46083,POINT (160.46083 -72.97139),Antarctica,Antarctica
Frontier Mountain 93007,10638,H6,0.85,Found,1993,-72.95389,160.50028,POINT (160.50028 -72.95389),Antarctica,Antarctica
Frontier Mountain 93008,10639,Ureilite,12.01,Found,1993,-72.95444,160.43778,POINT (160.43778 -72.95444),Antarctica,Antarctica
Frontier Mountain 93009,10640,L4,106.5,Found,1993,-72.99333,160.41528,POINT (160.41528 -72.99333),Antarctica,Antarctica
Frontier Mountain 93010,10641,H5,3.06,Found,1993,-72.98167,160.43778,POINT (160.43778 -72.98167),Antarctica,Antarctica
Frontier Mountain 93011,10642,H5,2.66,Found,1993,-72.98972,160.40778,POINT (160.40778 -72.98972),Antarctica,Antarctica
Frontier Mountain 93012,10643,L5,19.95,Found,1993,-72.95306,160.52972,POINT (160.52972 -72.95306),Antarctica,Antarctica
Frontier Mountain 93014,10645,H5,9.62,Found,1993,-72.95833,160.5125,POINT (160.5125 -72.95833),Antarctica,Antarctica
Frontier Mountain 93015,10646,L6,1.84,Found,1993,-72.95083,160.45278,POINT (160.45278 -72.95083),Antarctica,Antarctica
Frontier Mountain 93016,10647,L6,1.05,Found,1993,-72.9525,160.44778,POINT (160.44778 -72.9525),Antarctica,Antarctica
Frontier Mountain 93020,10651,L5,78.2,Found,1993,-72.955,160.475,POINT (160.475 -72.955),Antarctica,Antarctica
Frontier Mountain 93021,10652,H5,80.43,Found,1993,-72.9525,160.43,POINT (160.43 -72.9525),Antarctica,Antarctica
Frontier Mountain 93028,10659,H4,10.19,Found,1993,-72.95139,160.45667,POINT (160.45667 -72.95139),Antarctica,Antarctica
Frontier Mountain 93030,10661,H4,7.8,Found,1993,-72.98717,160.40433,POINT (160.40433 -72.98717),Antarctica,Antarctica
Frontier Mountain 93031,10662,H5,6.1,Found,1993,-72.98717,160.40467,POINT (160.40467 -72.98717),Antarctica,Antarctica
Frontier Mountain 93032,10663,H5,16.6,Found,1993,-72.943,160.50983,POINT (160.50983 -72.943),Antarctica,Antarctica
Frontier Mountain 93033,10664,H3,3,Found,1993,-72.98833,160.40533,POINT (160.40533 -72.98833),Antarctica,Antarctica
Frontier Mountain 93035,10666,L4,15.7,Found,1993,-72.95283,160.4355,POINT (160.4355 -72.95283),Antarctica,Antarctica
Frontier Mountain 93036,10667,H4,7.3,Found,1993,-72.98883,160.40767,POINT (160.40767 -72.98883),Antarctica,Antarctica
Frontier Mountain 93037,10668,H4,0.52,Found,1993,-72.99056,160.41083,POINT (160.41083 -72.99056),Antarctica,Antarctica
Frontier Mountain 93038,10669,L6,1.8,Found,1993,-72.95083,160.454,POINT (160.454 -72.95083),Antarctica,Antarctica
Frontier Mountain 93042,10673,H5,2.26,Found,1993,-72.95556,160.43417,POINT (160.43417 -72.95556),Antarctica,Antarctica
Frontier Mountain 93044,10675,L6,1.8,Found,1993,-72.95139,160.4525,POINT (160.4525 -72.95139),Antarctica,Antarctica
Frontier Mountain 93047,10678,H6,0.18,Found,1993,-72.95472,160.43694,POINT (160.43694 -72.95472),Antarctica,Antarctica
Frontier Mountain 93048,10679,H4,11.72,Found,1993,-72.99306,160.41306,POINT (160.41306 -72.99306),Antarctica,Antarctica
Frontier Mountain 95001,10686,H4,3.6,Found,1995,-72.99133,160.417,POINT (160.417 -72.99133),Antarctica,Antarctica
Frontier Mountain 95002,10687,CO3,64.6,Found,1995,-72.97367,160.441,POINT (160.441 -72.97367),Antarctica,Antarctica
Frontier Mountain 95003,10688,H6,2.9,Found,1996,-72.95361,160.445,POINT (160.445 -72.95361),Antarctica,Antarctica
Frontier Mountain 95004,10689,H6,7.9,Found,1996,-72.95167,160.46583,POINT (160.46583 -72.95167),Antarctica,Antarctica
Frontier Mountain 95005,10690,L6,191.3,Found,1995,-72.99972,160.44472,POINT (160.44472 -72.99972),Antarctica,Antarctica
Frontier Mountain 95006,10691,H6,121.7,Found,1995,-72.96528,160.43111,POINT (160.43111 -72.96528),Antarctica,Antarctica
Frontier Mountain 95007,10692,H4,6.3,Found,1995,-72.99056,160.40361,POINT (160.40361 -72.99056),Antarctica,Antarctica
Frontier Mountain 95008,10693,LL3,1.9,Found,1996,-72.94017,160.45467,POINT (160.45467 -72.94017),Antarctica,Antarctica
Frontier Mountain 95009,10694,L5,2.1,Found,1996,-72.95417,160.43639,POINT (160.43639 -72.95417),Antarctica,Antarctica
Frontier Mountain 95010,10695,H6,87.1,Found,1995,-72.9625,160.4425,POINT (160.4425 -72.9625),Antarctica,Antarctica
Frontier Mountain 95011,10696,H4,1.7,Found,1996,-72.98917,160.40861,POINT (160.40861 -72.98917),Antarctica,Antarctica
Frontier Mountain 95012,10697,H6,44,Found,1995,-72.9625,160.43694,POINT (160.43694 -72.9625),Antarctica,Antarctica
Frontier Mountain 95013,10698,L6,0.7,Found,1995,-72.98917,160.40889,POINT (160.40889 -72.98917),Antarctica,Antarctica
Frontier Mountain 95014,10699,H4,3.5,Found,1995,-72.99667,160.41722,POINT (160.41722 -72.99667),Antarctica,Antarctica
Frontier Mountain 95015,10700,H4,1.9,Found,1995,-72.98833,160.40861,POINT (160.40861 -72.98833),Antarctica,Antarctica
Frontier Mountain 95019,10704,H5,13,Found,1995,-72.95472,160.44,POINT (160.44 -72.95472),Antarctica,Antarctica
Frontier Mountain 95022,10707,H6,3.9,Found,1995,-72.95306,160.46361,POINT (160.46361 -72.95306),Antarctica,Antarctica
Frontier Mountain 95024,10709,H4,6.3,Found,1995,-72.9525,160.50833,POINT (160.50833 -72.9525),Antarctica,Antarctica
Frontier Mountain 95028,10713,Ureilite,13.9,Found,1995,-72.95111,160.51389,POINT (160.51389 -72.95111),Antarctica,Antarctica
Frontier Mountain 95030,10715,H5,13.1,Found,1995,-72.95267,160.50117,POINT (160.50117 -72.95267),Antarctica,Antarctica
Frontier Mountain 95031,10716,H4,0.5,Found,1995,-72.95111,160.50833,POINT (160.50833 -72.95111),Antarctica,Antarctica
Frontier Mountain 95032,10717,H4,17.4,Found,1995,-72.98944,160.41222,POINT (160.41222 -72.98944),Antarctica,Antarctica
Frontier Mountain 95033,10718,H5,23.9,Found,1995,-72.95389,160.43361,POINT (160.43361 -72.95389),Antarctica,Antarctica
Frontier Mountain 95034,10719,H6,1.2,Found,1995,-72.95472,160.40889,POINT (160.40889 -72.95472),Antarctica,Antarctica
Frontier Mountain 95035,10720,L6,4.8,Found,1995,-72.98944,160.40944,POINT (160.40944 -72.98944),Antarctica,Antarctica
Frontier Mountain 95036,10721,H3,21.5,Found,1995,-72.9515,160.505,POINT (160.505 -72.9515),Antarctica,Antarctica
Frontier Mountain 95040,10725,H5,8.4,Found,1995,-72.95267,160.5535,POINT (160.5535 -72.95267),Antarctica,Antarctica
Frontier Mountain 95042,10727,H5,14.2,Found,1995,-72.95067,160.50833,POINT (160.50833 -72.95067),Antarctica,Antarctica
Frontier Mountain 95043,10728,L6,5.7,Found,1995,-72.95139,160.50889,POINT (160.50889 -72.95139),Antarctica,Antarctica
Frontier Mountain 95045,10730,H6,6.1,Found,1995,-72.95133,160.51667,POINT (160.51667 -72.95133),Antarctica,Antarctica
Frontier Mountain 95047,10732,H5,3.6,Found,1995,-72.987,160.40733,POINT (160.40733 -72.987),Antarctica,Antarctica
Frontier Mountain 95048,10733,L3,3.5,Found,1995,-72.95833,160.50317,POINT (160.50317 -72.95833),Antarctica,Antarctica
Frontier Mountain 97001,10734,L5,4.8,Found,1997,-72.95333,160.48083,POINT (160.48083 -72.95333),Antarctica,Antarctica
Frontier Mountain 97002,10735,CV3,0.3,Found,1997,-72.95333,160.48389,POINT (160.48389 -72.95333),Antarctica,Antarctica
Frontier Mountain 97004,10737,L6,5.1,Found,1997,-72.955,160.44139,POINT (160.44139 -72.955),Antarctica,Antarctica
Frontier Mountain 97005,10738,L5,1,Found,1997,-72.95278,160.43917,POINT (160.43917 -72.95278),Antarctica,Antarctica
Frontier Mountain 97006,10739,H6,1.6,Found,1997,-72.95361,160.44083,POINT (160.44083 -72.95361),Antarctica,Antarctica
Frontier Mountain 97007,10740,L6,2.3,Found,1997,-72.95278,160.44028,POINT (160.44028 -72.95278),Antarctica,Antarctica
Frontier Mountain 97008,10741,H4/5,14.9,Found,1997,-72.95278,160.44083,POINT (160.44083 -72.95278),Antarctica,Antarctica
Frontier Mountain 97009,10742,H5,0.8,Found,1997,-72.95333,160.44028,POINT (160.44028 -72.95333),Antarctica,Antarctica
Frontier Mountain 97010,10743,L4,23.1,Found,1997,-72.95306,160.4825,POINT (160.4825 -72.95306),Antarctica,Antarctica
Frontier Mountain 97011,10744,L6,0.8,Found,1997,-72.95222,160.50333,POINT (160.50333 -72.95222),Antarctica,Antarctica
Frontier Mountain 97012,10745,H5,0.2,Found,1997,-72.95278,160.44139,POINT (160.44139 -72.95278),Antarctica,Antarctica
Frontier Mountain 97013,10746,Ureilite,21.4,Found,1997,-72.95361,160.44611,POINT (160.44611 -72.95361),Antarctica,Antarctica
Frontier Mountain 97015,10747,H6,0.7,Found,1997,-72.95306,160.4475,POINT (160.4475 -72.95306),Antarctica,Antarctica
Frontier Mountain 97016,10748,H6,5.1,Found,1997,-72.9525,160.445,POINT (160.445 -72.9525),Antarctica,Antarctica
Frontier Mountain 97019,10749,L6,1.4,Found,1997,-72.95167,160.455,POINT (160.455 -72.95167),Antarctica,Antarctica
Frontier Mountain 97020,10750,H6,6,Found,1997,-72.95167,160.45917,POINT (160.45917 -72.95167),Antarctica,Antarctica
Frontier Mountain 97022,10751,H5,2.9,Found,1997,-72.94944,160.465,POINT (160.465 -72.94944),Antarctica,Antarctica
Frontier Mountain 97023,10752,H4,2.5,Found,1997,-72.95389,160.44833,POINT (160.44833 -72.95389),Antarctica,Antarctica
Frontier Mountain 97024,10753,H4/5,16.1,Found,1997,-72.95333,160.5225,POINT (160.5225 -72.95333),Antarctica,Antarctica
Frontier Mountain 97027,10756,H6,20.5,Found,1997,-72.95222,160.51778,POINT (160.51778 -72.95222),Antarctica,Antarctica
Frontier Mountain 97029,10758,H5,26.1,Found,1997,-72.955,160.52806,POINT (160.52806 -72.955),Antarctica,Antarctica
Frontier Mountain 97031,10760,H6,1.9,Found,1997,-72.95333,160.52222,POINT (160.52222 -72.95333),Antarctica,Antarctica
Frontier Mountain 97032,10761,H6,13.1,Found,1997,-72.9525,160.52028,POINT (160.52028 -72.9525),Antarctica,Antarctica
Frontier Mountain 97033,10762,H4/5,29.1,Found,1997,-72.95361,160.50528,POINT (160.50528 -72.95361),Antarctica,Antarctica
Frontier Mountain 97034,10763,L6,3.8,Found,1997,-72.94944,160.51222,POINT (160.51222 -72.94944),Antarctica,Antarctica
Frontier Mountain 97035,10764,H5,5.1,Found,1997,-72.96778,160.4775,POINT (160.4775 -72.96778),Antarctica,Antarctica
Frontier Mountain 97036,10765,H5,1,Found,1997,-72.98944,160.4125,POINT (160.4125 -72.98944),Antarctica,Antarctica
Frontier Mountain 97037,10766,H4,0.6,Found,1997,-72.98889,160.40722,POINT (160.40722 -72.98889),Antarctica,Antarctica
Frontier Mountain 97041,10770,H4,7.8,Found,1997,-72.98833,160.40667,POINT (160.40667 -72.98833),Antarctica,Antarctica
Frontier Mountain 97044,10773,H4,8.9,Found,1997,-72.98944,160.4075,POINT (160.4075 -72.98944),Antarctica,Antarctica
Frontier Mountain 97045,10774,Eucrite-pmict,14.9,Found,1997,-72.98861,160.40694,POINT (160.40694 -72.98861),Antarctica,Antarctica
Frontier Mountain 97046,10775,H6,3.4,Found,1997,-72.98972,160.40583,POINT (160.40583 -72.98972),Antarctica,Antarctica
Frontier Mountain 97047,10776,H4,0.8,Found,1997,-72.98667,160.40861,POINT (160.40861 -72.98667),Antarctica,Antarctica
Frontier Mountain 97048,10777,H4,1,Found,1997,-72.98972,160.40944,POINT (160.40944 -72.98972),Antarctica,Antarctica
Frontier Mountain 97050,10779,H4,1.8,Found,1997,-72.98861,160.40889,POINT (160.40889 -72.98861),Antarctica,Antarctica
Frontier Mountain 97052,10781,L5,12.4,Found,1997,-72.955,160.43389,POINT (160.43389 -72.955),Antarctica,Antarctica
Frontier Mountain 97053,10782,H5,11.3,Found,1997,-72.95333,160.47778,POINT (160.47778 -72.95333),Antarctica,Antarctica
Frontier Mountain 97054,10783,H6,1.8,Found,1997,-72.98972,160.40889,POINT (160.40889 -72.98972),Antarctica,Antarctica
Frontier Mountain 97055,10784,H5,9.1,Found,1997,-72.98917,160.40556,POINT (160.40556 -72.98917),Antarctica,Antarctica
Frontier Mountain 97056,10785,L/LL3,1.6,Found,1997,-72.99056,160.40556,POINT (160.40556 -72.99056),Antarctica,Antarctica
Frontier Mountain 97060,10788,H4,6.1,Found,1997,-72.99278,160.40444,POINT (160.40444 -72.99278),Antarctica,Antarctica
Frontier Mountain 97061,10789,H4,4.2,Found,1997,-72.99167,160.40472,POINT (160.40472 -72.99167),Antarctica,Antarctica
